Rank,Name,Platform,Year,Genre,Publisher,Developer,Global_Sales
366,Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,,3.63
367,Pokemon Snap,N64,1999,Simulation,Nintendo,,3.63
368,Resident Evil 4,PS2,2005,Action,Capcom,,3.62
369,Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,,3.61
370,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,,3.61
371,Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,,3.61
372,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,,3.61
373,Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,,3.61
374,Luigi's Mansion,GC,2001,Action,Nintendo,,3.6
375,Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,,3.59
376,WWF SmackDown!,PS,2000,Fighting,THQ,,3.58
377,Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,,3.56
378,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,,3.54
379,The Getaway,PS2,2002,Action,Sony Computer Entertainment,,3.54
380,Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,,3.54
381,Battlefield 4,X360,2013,Shooter,Electronic Arts,,3.53
382,FIFA Soccer 11,X360,2010,Sports,Electronic Arts,,3.53
383,LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,,3.53
384,James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,,3.53
385,Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,,3.52
386,Left 4 Dead,X360,2008,Shooter,Electronic Arts,,3.52
387,Rugrats in Paris: The Movie,PS,2000,Action,THQ,,3.52
388,Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,,3.52
389,Resident Evil 5,X360,2009,Action,Capcom,,3.51
390,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,,3.51
391,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,,3.5
392,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,,3.5
393,Clubhouse Games,DS,2006,Misc,Nintendo,,3.5
394,Kung Fu,NES,1985,Action,Nintendo,,3.5
395,Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,,3.49
396,FIFA Soccer 2004,PS2,2003,Sports,Electronic Arts,,3.49
397,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,,3.48
398,Guitar Hero: On Tour,DS,2008,Misc,Activision,,3.48
399,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,,3.46
400,Far Cry 3,PS3,2012,Shooter,Ubisoft,,3.45
401,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,,3.44
402,Borderlands,X360,2009,Shooter,Take-Two Interactive,,3.44
403,Tekken 4,PS2,2002,Fighting,Namco Bandai Games,,3.44
404,Battlefield 4,PS4,2013,Shooter,Electronic Arts,,3.43
405,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,,3.42
406,Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,,3.42
407,Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,,3.42
408,Spider-Man 2,PS2,2004,Action,Activision,,3.41
409,F-1 Race,GB,1990,Racing,Nintendo,,3.41
410,FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,,3.4
411,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,,3.39
412,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,,3.38
413,The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,,3.38
414,LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,,3.38
415,Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,,3.36
416,The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,,3.36
417,WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,,3.36
418,NBA 2K18,PS4,2017,Sports,2K Sports,Visual Concepts,3.34
419,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,,3.34
420,Rugrats: Search For Reptar,PS,1998,Adventure,THQ,,3.34
421,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,,3.33
422,James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,,3.33
423,Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,,3.33
424,Mario Party 9,Wii,2012,Misc,Nintendo,,3.32
425,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,,3.32
426,Max Payne,PS2,2001,Shooter,Take-Two Interactive,,3.31
427,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,,3.28
428,Destiny,XOne,2014,Shooter,Activision,,3.28
429,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,,3.28
430,Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,,3.27
431,Wii Music,Wii,2008,Misc,Nintendo,,3.27
432,True Crime: Streets of LA,PS2,2003,Action,Activision,,3.27
433,Monster Hunter X,3DS,2015,Action,Capcom,,3.26
434,Tekken,PS,1995,Fighting,Sony Computer Entertainment,,3.24
435,FIFA 16,XOne,2015,Sports,Electronic Arts,,3.23
436,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,,3.23
437,Madden NFL 16,PS4,2015,Sports,Electronic Arts,,3.22
438,Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,Nintendo,,3.22
439,007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,,3.21
440,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,,3.2
441,Killer Instinct,SNES,1995,Fighting,Nintendo,,3.2
442,Baseball,NES,1983,Sports,Nintendo,,3.2
443,Dance Central,X360,2010,Misc,MTV Games,,3.19
444,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,,3.19
445,Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,,3.19
446,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,,3.19
447,Assassin's Creed Odyssey,PS4,2018,Action-Adventure,Ubisoft,Ubisoft Quebec,3.18
448,Super Mario Maker,WiiU,2015,Platform,Nintendo,,3.18
449,Enter the Matrix,PS2,2003,Action,Atari,,3.18
450,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,,3.17
451,Rhythm Heaven,DS,2008,Misc,Nintendo,,3.17
452,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,,3.17
453,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,,3.16
454,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,,3.15
455,Resident Evil 6,PS3,2012,Shooter,Capcom,,3.15
456,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,,3.15
457,Sonic Rush,DS,2005,Platform,Sega,,3.15
458,Animal Crossing,GC,2001,Simulation,Nintendo,,3.15
459,FIFA 18,XOne,2017,Sports,EA Sports,EA Vancouver,3.14
460,FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,,3.14
461,Spider-Man,PS,2000,Action,Activision,,3.13
462,Tom Clancy's Ghost Recon Wildlands,PS4,2017,Shooter,Ubisoft,Ubisoft Paris,3.12
463,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,,3.12
464,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,,3.12
465,Personal Trainer: Cooking,DS,2006,Misc,Nintendo,,3.12
466,Star Wars Episode I Racer,N64,1999,Racing,Nintendo,,3.12
467,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,,3.12
468,Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation,,3.12
469,FIFA 15,X360,2014,Sports,Electronic Arts,,3.11
470,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,,3.11
471,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,,3.09
472,Madden NFL 2002,PS2,2001,Sports,Electronic Arts,,3.08
473,World Class Track Meet,NES,1986,Sports,Namco Bandai Games,,3.08
474,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,,3.07
475,Borderlands 2,X360,2012,Shooter,Take-Two Interactive,,3.07
476,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,,3.07
477,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,,3.07
478,Donkey Kong,GB,1994,Platform,Nintendo,,3.07
479,Kung Fu Panda,X360,2008,Action,Activision,,3.05
480,Far Cry 3,X360,2012,Shooter,Ubisoft,,3.04
481,Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,,3.04
482,Saints Row 2,X360,2008,Action,THQ,,3.03
483,Rayman,PS,1995,Platform,Ubisoft,,3.03
484,Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,,3.02
485,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,,3.02
486,WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,,3.02
487,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,,3.02
488,Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,,3
489,NBA 2K13,X360,2012,Sports,Take-Two Interactive,,3
490,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,,3
491,wwe Smackdown vs. Raw 2006,PS2,2005,Fighting,N/A,,3
492,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,,2.99
493,World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,,2.99
494,Devil May Cry,PS2,2001,Action,Capcom,,2.99
495,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,,2.99
496,Star Fox,SNES,1993,Shooter,Nintendo,,2.99
497,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,,2.98
498,The Sims 4,PC,2014,Simulation,Electronic Arts,,2.97
499,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,,2.97
500,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,,2.97
501,Kirby Super Star Ultra,DS,2008,Platform,Nintendo,,2.96
502,Sonic Heroes,PS2,2003,Platform,Sega,,2.96
503,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,,2.96
504,Yokai Watch 2: Psychic Specters,3DS,2017,Role-Playing,Nintendo,Level 5,2.95
505,Street Fighter IV,X360,2009,Fighting,Capcom,,2.95
506,inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,,2.94
507,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,,2.94
508,SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,,2.94
509,Pac-Man Collection,GBA,2001,Puzzle,Atari,,2.94
510,Wave Race 64,N64,1996,Racing,Nintendo,,2.94
511,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,,2.93
512,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,,2.92
513,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,,2.91
514,Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo,,2.91
515,Titanfall,XOne,2014,Shooter,Electronic Arts,,2.9
516,FIFA 14,PS4,2013,Sports,Electronic Arts,,2.9
517,Sega Superstars Tennis,X360,2008,Sports,Sega,,2.9
518,Sonic Mega Collection Plus,PS2,2004,Misc,Sega,,2.9
519,World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,,2.9
520,Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,,2.89
521,Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,,2.89
522,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,,2.89
523,Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,,2.88
524,Imagine: Babyz,DS,2007,Simulation,Ubisoft,,2.88
525,Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,,2.88
526,Colin McRae Rally,PS,1998,Racing,Codemasters,,2.87
527,Call of Duty: Ghosts,XOne,2013,Shooter,Activision,,2.86
528,Madden NFL 13,X360,2012,Sports,Electronic Arts,,2.86
529,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,,2.86
530,FIFA 16,PS3,2015,Sports,Electronic Arts,,2.85
531,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,,2.85
532,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,,2.85
533,Yoshi's Story,N64,1997,Platform,Nintendo,,2.85
534,Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive,,2.85
535,F-Zero,SNES,1990,Racing,Nintendo,,2.85
536,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,,2.84
537,Medal of Honor,PS3,2010,Shooter,Electronic Arts,,2.83
538,Madden NFL 10,X360,2009,Sports,Electronic Arts,,2.83
539,BioShock,X360,2007,Shooter,Take-Two Interactive,,2.83
540,WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ,,2.83
541,Finding Nemo,GBA,2003,Action,THQ,,2.82
542,Metroid Prime,GC,2002,Shooter,Nintendo,,2.82
543,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,,2.81
544,Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,,2.81
545,Myst,PC,1994,Adventure,Red Orb,,2.81
546,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,,2.8
547,Yoshi's Island DS,DS,2006,Platform,Nintendo,,2.8
548,WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ,,2.8
549,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,,2.79
550,Battlefield 3,PC,2011,Shooter,Electronic Arts,,2.79
551,Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo,,2.79
552,Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,,2.79
553,WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,,2.79
554,NBA Street,PS2,2001,Sports,Electronic Arts,,2.79
555,A Bug's Life,PS,1998,Platform,Sony Computer Entertainment,,2.79
556,Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,,2.79
557,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,,2.79
558,Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation,,2.79
559,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,,2.78
560,Tekken 6,PS3,2009,Fighting,Namco Bandai Games,,2.78
561,Jak II,PS2,2003,Platform,Sony Computer Entertainment,,2.78
562,Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment,,2.78
563,Saints Row: The Third,X360,2011,Action,THQ,,2.77
564,Sonic and the Secret Rings,Wii,2007,Platform,Sega,,2.77
565,The Sims,PS2,2003,Simulation,Electronic Arts,,2.77
566,Missile Command,2600,1980,Shooter,Atari,,2.76
567,Mario Paint,SNES,1992,Misc,Nintendo,,2.75
568,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,,2.74
569,"Pokemon: Let's Go, Eevee!",NS,2018,Role-Playing,Nintendo,Game Freak,2.73
570,Pokémon Stadium 2,N64,2000,Strategy,Nintendo,,2.73
571,Metroid,NES,1986,Action,Nintendo,,2.73
572,L.A. Noire,X360,2011,Adventure,Take-Two Interactive,,2.72
573,Call of Duty 3,X360,2006,Shooter,Activision,,2.71
574,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,,2.7
575,The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,,2.7
576,Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,,2.7
577,Mario Party,N64,1998,Misc,Nintendo,,2.7
578,Madden NFL 12,X360,2011,Sports,Electronic Arts,,2.69
579,Madden NFL 11,X360,2010,Sports,Electronic Arts,,2.69
580,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,,2.69
581,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,,2.69
582,Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,Level 5,,2.68
583,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,,2.68
584,Skate 3,X360,2010,Sports,Electronic Arts,,2.68
585,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,,2.68
586,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,,2.68
587,Guitar Hero: World Tour,X360,2008,Misc,Activision,,2.67
588,Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,,2.67
589,Medal of Honor,PS,1998,Shooter,Electronic Arts,,2.67
590,Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,,2.67
591,Fable,XB,2004,Role-Playing,Microsoft Game Studios,,2.66
592,Skylanders Giants,Wii,2012,Action,Activision,,2.65
593,Hannah Montana,DS,2006,Action,Disney Interactive Studios,,2.65
594,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,,2.65
595,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,,2.65
596,Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo,,2.65
597,Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,,2.65
598,LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,,2.64
599,NBA 2K19,PS4,2018,Sports,2K Sports,Visual Concepts,2.63
600,Halo Wars,X360,2009,Strategy,Microsoft Game Studios,,2.63
601,God of War Collection,PS3,2009,Action,Sony Computer Entertainment,,2.63
602,Pac-Man: Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment,,2.63
603,Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,,2.63
604,Madden NFL 18,PS4,2017,Sports,EA Sports,EA Tiburon,2.62
605,NBA 2K12,X360,2011,Sports,Take-Two Interactive,,2.62
606,Medal of Honor,X360,2010,Shooter,Electronic Arts,,2.62
607,FIFA Soccer 10,X360,2009,Sports,Electronic Arts,,2.62
608,Mario Strikers Charged,Wii,2007,Sports,Nintendo,,2.62
609,ESPN NFL 2K5,PS2,2004,Sports,Sega,,2.62
610,Style Savvy,DS,2008,Simulation,Nintendo,,2.61
611,Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,,2.61
612,Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo,,2.6
613,Streets of Rage,GEN,1990,Action,Sega,,2.6
614,Mario + Rabbids: Kingdom Battle,NS,2017,Strategy,Ubisoft,Ubisoft Milan,2.59
615,FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,,2.59
616,Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment,,2.59
617,NBA Live 2005,PS2,2004,Sports,Electronic Arts,,2.59
618,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,,2.58
619,LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,,2.58
620,Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive,,2.58
621,Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,,2.58
622,WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,,2.58
623,Art Academy,DS,2010,Misc,Nintendo,,2.57
624,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,,2.57
625,Madden NFL 08,PS2,2007,Sports,Electronic Arts,,2.57
626,Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment,,2.57
627,Madden NFL 13,PS3,2012,Sports,Electronic Arts,,2.56
628,Sonic Adventure 2 Battle,GC,2001,Platform,Sega,,2.56
629,Dragon Warrior II,NES,1987,Role-Playing,Enix Corporation,,2.56
630,Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,,2.54
631,Madden NFL 09,X360,2008,Sports,Electronic Arts,,2.54
632,Pokémon Colosseum,GC,2003,Role-Playing,Nintendo,,2.54
633,Game Party,Wii,2007,Misc,Midway Games,,2.52
634,Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,,2.52
635,Perfect Dark,N64,2000,Action,Nintendo,,2.52
636,Dragon Warrior,NES,1986,Role-Playing,Capcom,,2.52
637,Tomb Raider (2013),PS3,2013,Action,Square Enix,,2.51
638,PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment,,2.5
639,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,,2.5
640,Mario Party 2,N64,1999,Misc,Nintendo,,2.5
641,Saints Row: The Third,PS3,2011,Action,THQ,,2.49
642,LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,,2.49
643,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive,,2.49
644,Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games,,2.49
645,NBA 2K13,PS3,2012,Sports,Take-Two Interactive,,2.48
646,Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,,2.48
647,Pure,X360,2008,Racing,Disney Interactive Studios,,2.48
648,Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive,,2.48
649,Assassin's Creed Origins,XOne,2017,Action,Ubisoft,Ubisoft Montreal,2.47
650,NBA 2K14,X360,2013,Sports,Take-Two Interactive,,2.47
651,Mario Party 4,GC,2002,Misc,Nintendo,,2.47
652,uDraw Studio,Wii,2010,Misc,THQ,,2.46
653,Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,,2.45
654,Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,,2.45
655,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,,2.45
656,Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,,2.44
657,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,,2.44
658,Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment,,2.44
659,The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,,2.43
660,Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb,,2.43
661,pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,,2.42
662,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,,2.42
663,Sonic Adventure,DC,1998,Platform,Sega,,2.42
664,Ice Hockey,NES,1988,Sports,Nintendo,,2.42
665,Minecraft,XOne,2014,Misc,Microsoft Game Studios,,2.41
666,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,,2.41
667,Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,,2.41
668,ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,,2.41
669,Dino Crisis,PS,1998,Action,Capcom,,2.41
670,Madden NFL 16,XOne,2015,Sports,Electronic Arts,,2.4
671,Theme Hospital,PC,1997,Strategy,Electronic Arts,,2.4
672,Tetris Plus,PS,1996,Puzzle,JVC,,2.4
673,Pro Wrestling,NES,1987,Fighting,Nintendo,,2.4
674,Need for Speed (2015),PS4,2015,Racing,Electronic Arts,,2.39
675,Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,,2.39
676,Dead Island,X360,2011,Action,Deep Silver,,2.39
677,Zumba Fitness,X360,2010,Sports,505 Games,,2.39
678,Monopoly,PC,1994,Misc,Hasbro Interactive,,2.39
679,Bloodborne,PS4,2015,Action,Sony Computer Entertainment,,2.38
680,NBA 2K15,PS4,2014,Sports,Take-Two Interactive,,2.38
681,Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,,2.38
682,Madden NFL 11,PS3,2010,Sports,Electronic Arts,,2.38
683,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,,2.38
684,Guitar Hero,PS2,2005,Misc,RedOctane,,2.38
685,Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment,,2.38
686,WCW/nWo Revenge,N64,1998,Fighting,THQ,,2.38
687,Uncharted: The Lost Legacy,PS4,2017,Action,Sony Interactive Entertainment,Naughty Dog,2.37
688,Madden NFL 10,PS3,2009,Sports,Electronic Arts,,2.37
689,Madden NFL 08,X360,2007,Sports,Electronic Arts,,2.37
690,Half-Life 2,PC,2004,Shooter,Vivendi Games,,2.37
691,The Incredibles,PS2,2004,Action,THQ,,2.37
692,Tony Hawk's Underground 2,PS2,2004,Sports,Activision,,2.37
693,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,,2.36
694,Kirby's Dream Land 2,GB,1995,Platform,Nintendo,,2.36
695,Destiny 2,XOne,2017,Shooter,Activision,Bungie,2.35
696,LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,,2.35
697,Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,,2.35
698,Dragon Warrior Monsters,GB,1998,Role-Playing,Eidos Interactive,,2.35
699,Donkey Kong Land II,GB,1996,Platform,Nintendo,,2.35
700,Skylanders SWAP Force,Wii,2013,Platform,Activision,,2.34
701,My Fitness Coach,Wii,2008,Sports,Ubisoft,,2.34
702,WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,,2.34
703,Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,,2.34
704,The Sims 3,X360,2010,Simulation,Electronic Arts,,2.33
705,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,,2.32
